1924.3,392.18,442.31,302.96
27.829,26.721,68.346,69.334
223.88,260.53,261.74,225.11
96.959,96.05,137.54,138.33
225.94,262.54,263.74,227.17
165.87,165.15,206.51,207.1
227.99,264.54,265.74,229.22
234.55,234.04,275.26,275.66
230.04,266.53,267.73,231.26
303.01,302.7,343.79,343.99
232.08,268.52,269.71,233.3
371.26,371.13,412.09,412.1
234.11,270.5,271.69,235.33
29.662,28.564,69.989,70.968
163.24,199.55,200.81,164.53
98.462,97.562,138.85,139.64
165.39,201.65,202.9,166.67
167.04,166.34,207.5,208.08
167.53,203.74,204.99,168.81
235.4,234.89,275.92,276.31
169.66,205.82,207.06,170.94
303.54,303.23,344.12,344.32
171.79,207.89,209.13,173.06
371.47,371.34,412.11,412.12
173.91,209.96,211.2,175.18
31.477,30.39,71.618,72.587
103.17,139.15,140.46,104.52
99.951,99.059,140.16,140.93
105.41,141.33,142.63,106.75
168.21,167.51,208.47,209.06
107.63,143.5,144.8,108.97
236.24,235.74,276.57,276.96
109.85,145.67,146.97,111.18
304.07,303.75,344.46,344.66
112.07,147.83,149.13,113.39
371.67,371.55,412.12,412.13
114.27,149.99,151.28,115.59
33.275,32.198,73.231,74.191
43.672,79.307,80.668,45.064
101.43,100.54,141.44,142.21
45.99,81.574,82.931,47.377
169.36,168.67,209.44,210.02
48.3,83.834,85.187,49.683
237.08,236.58,277.22,277.61
50.603,86.087,87.436,51.982
304.58,304.27,344.79,344.99
52.899,88.333,89.677,54.273
371.88,371.75,412.14,412.15
55.187,90.572,91.912,56.557
