246.53,1187.7,908.21,612.74
46.847,44.439,136.96,138.45
463.16,551.08,548.59,461.36
198.74,197.85,288.02,288.04
460.18,546.95,544.53,458.44
346.83,347.38,435.3,433.93
457.29,542.93,540.57,455.58
491.27,493.19,578.94,576.23
454.46,539.01,536.7,452.8
632.18,635.4,719.06,715.09
451.7,535.19,532.94,450.08
769.7,774.16,855.8,850.63
449.01,531.46,529.26,447.43
50.758,48.427,139.42,140.87
320.39,405.49,404.15,319.7
200.19,199.33,288.06,288.08
319.25,403.27,401.96,318.57
345.94,346.47,433.02,431.69
318.13,401.1,399.82,317.47
488.15,490.01,574.46,571.83
317.04,398.98,397.73,316.4
626.95,630.07,712.48,708.63
315.98,396.91,395.69,315.35
762.45,766.77,847.23,842.21
314.94,394.89,393.71,314.33
54.545,52.287,141.81,143.21
182.15,264.56,264.29,182.49
201.6,200.76,288.09,288.11
182.71,264.12,263.85,183.05
345.08,345.6,430.81,429.52
183.27,263.68,263.42,183.59
485.13,486.94,570.11,567.57
183.81,263.26,263.01,184.13
621.87,624.9,706.11,702.37
184.34,262.84,262.6,184.65
755.41,759.61,838.92,834.05
184.85,262.43,262.2,185.16
58.213,56.026,144.13,145.48
48.204,128.06,128.8,49.517
202.96,202.15,288.12,288.14
50.381,129.29,130.01,51.663
344.25,344.75,428.67,427.41
52.507,130.48,131.19,53.758
482.2,483.95,565.9,563.43
54.582,131.65,132.33,55.804
616.95,619.88,699.92,696.29
56.609,132.79,133.46,57.802
748.58,752.66,830.85,826.12
58.589,133.9,134.55,59.755
