531.53,221.18,1089.1,848.17
274.24,316.29,390.6,347.87
722.85,780.36,738.36,681.1
397.09,440.28,514.98,471.12
653.19,710.29,668.06,611.22
520.6,564.92,640.03,595.03
583.16,639.83,597.38,540.97
644.77,690.23,765.74,719.59
512.76,569,526.32,470.34
769.6,816.22,892.14,844.82
441.98,497.79,454.88,399.34
895.1,942.89,1019.2,970.72
370.83,426.2,383.05,327.95
205.64,246.58,319.77,278.18
629.04,685.02,643.43,587.7
326.67,368.7,442.28,399.59
560.07,615.64,573.83,518.51
448.33,491.46,565.43,521.64
490.74,545.89,503.87,448.97
570.64,614.88,689.24,644.33
421.04,475.77,433.53,379.05
693.59,738.95,813.7,767.66
350.98,405.29,362.81,308.77
817.18,863.68,938.83,891.65
280.55,334.42,291.72,238.12
138.85,178.71,250.82,210.33
537.7,592.21,551.04,496.77
258.11,299.03,371.52,329.96
469.41,523.51,482.12,428.27
377.98,419.97,492.84,450.2
400.77,454.46,412.85,359.41
498.48,541.54,614.79,571.07
331.77,385.05,343.22,290.2
619.6,663.75,737.39,692.57
262.41,315.27,273.23,220.62
741.35,786.6,860.62,814.7
192.69,245.12,202.86,150.68
73.806,112.63,183.69,144.25
448.75,501.84,461.07,408.21
191.34,231.19,302.62,262.15
381.12,433.82,392.83,340.38
309.47,350.36,422.16,380.64
313.15,365.44,324.25,272.2
428.21,470.15,542.32,499.74
244.83,296.72,255.31,203.68
547.56,590.55,663.09,619.46
176.17,227.64,186.02,134.8
667.52,711.58,784.5,739.79
107.14,158.2,116.36,65.562
