769.43,129.49,1351.8,917.55
111.44,118.75,241.18,234.83
733.07,850.6,848.68,731.08
317.17,322.86,445.5,440.78
729.74,847.39,845.47,727.74
523.25,527.33,650.17,647.08
726.41,844.19,842.26,724.41
729.7,732.14,855.21,853.74
723.07,840.98,839.05,721.06
936.51,937.32,1060.6,1060.8
719.72,837.76,835.83,717.71
1143.7,1142.8,1266.3,1268.2
716.37,834.54,832.6,714.36
98.994,106.5,230.55,224.04
533,653.68,651.63,530.87
307.47,313.32,437.58,432.73
529.45,650.27,648.21,527.31
516.32,520.5,644.98,641.8
525.89,646.84,644.79,523.75
725.53,728.05,852.75,851.24
522.33,643.41,641.35,520.19
935.12,935.96,1060.9,1061.1
518.76,639.98,637.92,516.61
1145.1,1144.2,1269.4,1271.2
515.18,636.54,634.47,513.03
86.208,93.921,219.64,212.94
327.48,451.46,449.27,325.21
297.51,303.52,429.46,424.48
323.7,447.81,445.63,321.43
509.19,513.49,639.65,636.39
319.91,444.17,441.97,317.63
721.26,723.84,850.23,848.68
316.11,440.51,438.31,313.83
933.7,934.56,1061.2,1061.4
312.31,436.85,434.65,310.02
1146.5,1145.7,1272.5,1274.4
308.5,433.18,430.97,306.21
73.07,80.996,208.42,201.55
116.3,243.7,241.38,113.88
287.28,293.45,421.11,415.99
112.27,239.82,237.49,109.85
501.87,506.29,634.18,630.82
108.24,235.94,233.6,105.81
716.86,719.51,847.63,846.04
104.19,232.04,229.7,101.76
932.24,933.12,1061.5,1061.7
100.14,228.14,225.8,97.711
1148,1147.1,1275.7,1277.7
96.087,224.23,221.88,93.649
