373.11,639.24,476.23,352.8
36.574,38.911,83.515,81.157
256.3,298.67,297.15,254.8
110.85,113.23,157.76,155.36
253.81,296.14,294.63,252.31
185.01,187.42,231.88,229.45
251.32,293.62,292.11,249.83
259.05,261.49,305.87,303.41
248.84,291.1,289.59,247.35
332.96,335.44,379.75,377.25
246.36,288.59,287.08,244.88
406.75,409.27,453.5,450.96
243.89,286.08,284.58,242.41
32.685,35.017,79.585,77.231
185.77,228.07,226.59,184.31
106.9,109.27,153.77,151.38
183.34,225.61,224.13,181.89
181,183.41,227.83,225.4
180.92,223.14,221.67,179.46
254.97,257.42,301.76,299.3
178.49,220.69,219.21,177.04
328.83,331.3,375.58,373.08
176.08,218.23,216.76,174.63
402.56,405.07,449.27,446.74
173.66,215.78,214.32,172.22
28.802,31.131,75.662,73.312
115.37,157.59,156.15,113.94
102.96,105.33,149.78,147.4
113,155.19,153.75,111.58
177,179.4,223.78,221.36
110.63,152.79,151.35,109.21
250.91,253.35,297.66,295.2
108.27,150.39,148.95,106.86
324.7,327.18,371.41,368.92
105.91,148,146.56,104.5
398.37,400.88,445.05,442.52
103.56,145.61,144.18,102.15
24.925,27.25,71.746,69.399
45.083,87.238,85.831,43.697
99.024,101.38,145.81,143.42
42.774,84.893,83.488,41.39
173,175.4,219.75,217.33
40.468,82.552,81.149,39.087
246.85,249.29,293.56,291.11
38.167,80.215,78.814,36.788
320.59,323.06,367.26,364.77
35.869,77.881,76.483,34.492
394.2,396.7,440.83,438.31
33.575,75.551,74.155,32.201
