161.14,935.22,795.13,635.42
52.854,46.153,116.46,123.03
429.89,505.01,510.03,434.66
170.07,163.59,234.68,241.02
437.85,513.4,518.47,442.66
288.58,282.34,354.22,360.32
445.89,521.88,527.01,450.76
408.41,402.41,475.09,480.95
454.02,530.45,535.64,458.95
529.58,523.82,597.33,602.94
462.25,539.12,544.37,467.23
652.12,646.61,720.94,726.31
470.57,547.89,553.2,475.6
63.958,57.306,127.39,133.91
305.44,380,384.59,309.78
180.8,174.37,245.23,251.52
312.69,387.67,392.31,317.07
298.92,292.73,364.37,370.43
320.01,395.43,400.12,324.44
418.36,412.4,484.85,490.66
327.41,403.27,408.01,331.9
539.13,533.41,606.67,612.24
334.9,411.19,415.99,339.43
661.25,655.78,729.87,735.19
342.47,419.21,424.06,347.06
74.979,68.376,138.24,144.71
181.91,255.92,260.09,185.83
191.45,185.07,255.7,261.94
188.45,262.88,267.1,192.41
309.19,303.04,374.45,380.46
195.07,269.92,274.18,199.07
428.24,422.32,494.53,500.3
201.75,277.04,281.34,205.8
548.61,542.93,615.94,621.47
208.51,284.23,288.59,212.61
670.32,664.89,738.72,744
215.35,291.51,295.91,219.49
85.92,79.365,149,155.43
59.286,132.75,136.5,62.789
202.02,195.68,266.08,272.28
65.136,139.02,142.81,68.677
319.38,313.28,384.45,390.42
71.05,145.35,149.18,74.63
438.04,432.17,504.13,509.86
77.029,151.75,155.63,80.649
558.01,552.38,625.14,630.63
83.075,158.22,162.14,86.734
679.32,673.93,747.51,752.75
89.187,164.77,168.73,92.888
