421.7,1282.6,342.63,226.38
27.314,28.47,60.183,58.889
178.47,206.78,204.62,176.34
79.91,81.296,112.92,111.4
174.93,203.18,201.03,172.8
132.36,133.98,165.52,163.77
171.39,199.59,197.44,169.27
184.68,186.52,217.98,216
167.86,196.01,193.87,165.75
236.86,238.92,270.3,268.09
164.35,192.44,190.3,162.24
288.89,291.19,322.48,320.05
160.84,188.88,186.75,158.74
25.41,26.549,58.032,56.757
131.84,159.74,157.63,129.76
77.627,78.993,110.39,108.89
128.38,156.23,154.12,126.31
129.71,131.3,162.61,160.89
124.93,152.73,150.63,122.86
181.65,183.46,214.69,212.75
121.49,149.23,147.14,119.43
233.45,235.49,266.64,264.47
118.06,145.75,143.66,116
285.12,287.38,318.44,316.05
114.64,142.28,140.2,112.59
23.533,24.656,55.913,54.656
85.874,113.37,111.32,83.849
75.377,76.723,107.9,106.42
82.501,109.95,107.9,80.481
127.08,128.65,159.74,158.04
79.137,106.53,104.49,77.122
178.66,180.45,211.46,209.53
75.781,103.13,101.09,73.772
230.09,232.1,263.03,260.89
72.434,99.73,97.696,70.431
281.39,283.62,314.47,312.11
69.097,96.342,94.313,67.098
21.683,22.79,53.824,52.585
40.567,67.673,65.668,38.592
73.16,74.486,105.44,103.98
37.277,64.334,62.334,35.308
124.5,126.05,156.92,155.24
33.996,61.003,59.009,32.032
175.71,177.47,208.26,206.37
30.724,57.681,55.692,28.764
226.78,228.76,259.47,257.36
27.46,54.367,52.384,25.505
277.72,279.92,310.55,308.23
24.204,51.063,49.084,22.255
