543.14,1937.8,704.11,548.33
40.683,39.497,107.57,108.62
384,451.56,451.76,384.3
153.8,152.85,220.6,221.42
384.49,451.9,452.1,384.79
266.39,265.66,333.09,333.68
384.99,452.23,452.44,385.29
378.43,377.94,445.04,445.4
385.48,452.57,452.77,385.78
489.94,489.67,556.46,556.6
385.98,452.9,453.1,386.27
600.93,600.88,667.36,667.27
386.47,453.23,453.43,386.76
42.649,41.471,109.32,110.35
271.99,339.1,339.47,272.45
155.38,154.44,221.96,222.77
272.76,339.71,340.07,273.22
267.58,266.87,334.07,334.65
273.52,340.31,340.67,273.97
379.25,378.76,445.64,446
274.28,340.91,341.27,274.73
490.39,490.12,556.69,556.82
275.03,341.51,341.86,275.48
601,600.96,667.21,667.12
275.78,342.1,342.46,276.23
44.602,43.432,111.05,112.08
160.75,227.41,227.93,161.36
156.95,156.01,223.31,224.11
161.77,228.28,228.79,162.39
268.77,268.06,335.03,335.61
162.79,229.14,229.66,163.4
380.07,379.58,446.23,446.59
163.81,230,230.52,164.42
490.83,490.57,556.91,557.04
164.82,230.86,231.37,165.43
601.08,601.03,667.06,666.97
165.83,231.71,232.22,166.43
46.542,45.379,112.76,113.79
50.247,116.46,117.14,51.018
158.51,157.58,224.64,225.44
51.53,117.59,118.26,52.298
269.96,269.25,336,336.57
52.808,118.71,119.38,53.572
380.87,380.39,446.82,447.17
54.08,119.83,120.5,54.84
491.27,491.01,557.13,557.26
55.346,120.94,121.61,56.103
601.15,601.1,666.92,666.83
56.606,122.05,122.71,57.359
