526.2,2316.2,212.72,164.25
18.268,17.178,36.302,37.402
117.76,136.59,136.57,117.83
50.062,48.956,67.797,68.911
117.87,136.56,136.54,117.93
81.384,80.264,98.826,99.955
117.98,136.53,136.51,118.04
112.24,111.11,129.4,130.54
118.08,136.5,136.48,118.15
142.65,141.51,159.53,160.69
118.19,136.47,136.45,118.25
172.62,171.46,189.23,190.39
118.29,136.44,136.42,118.35
20.089,18.996,38.135,39.238
86.318,105.19,105.32,86.525
51.908,50.8,69.654,70.771
86.662,105.4,105.52,86.866
83.253,82.131,100.71,101.84
87.001,105.6,105.71,87.202
114.14,113,131.3,132.45
87.335,105.79,105.91,87.534
144.57,143.42,161.46,162.61
87.665,105.99,106.1,87.86
174.56,173.39,191.17,192.34
87.989,106.18,106.29,88.182
21.915,20.819,39.973,41.078
54.798,73.719,73.983,55.147
53.758,52.647,71.517,72.636
55.379,74.158,74.418,55.723
85.128,84.003,102.59,103.73
55.951,74.59,74.846,56.29
116.03,114.9,133.21,134.36
56.515,75.016,75.269,56.849
146.49,145.34,163.39,164.55
57.07,75.436,75.684,57.4
176.5,175.33,193.12,194.3
57.618,75.849,76.094,57.942
23.744,22.646,41.816,42.923
23.2,42.168,42.575,23.693
55.613,54.499,73.383,74.505
24.019,42.844,43.245,24.504
87.007,85.879,104.48,105.62
24.826,43.51,43.905,25.304
117.94,116.79,135.13,136.28
25.62,44.166,44.555,26.091
148.41,147.26,165.32,166.48
26.403,44.812,45.195,26.867
178.44,177.28,195.08,196.25
27.175,45.449,45.827,27.632
